sentence	is_counterfactual
I would have given it five stars, except that the leather looks a little cheap; considering the amazing price however, I wouldn't let that deter me from buying another one.	1
And once again, the author has written what should be only 1 book into a bunch of short stories to make a series to get you to buy.	1
The waist band hasn't enough tightening, as should be for swim trunks and I've risk to lose them in water.	0
However, the install instructions were not as clear and concise as they could have been.	1
I just wanted a cheap skirt and that's what I got.	0
I wanted another pair--and turned to Amazon.com.	0
Baby girl is 5 months and this fits already- a bit large but certainly won't fit her when she's 12 months.	0
Once the children are off to school, she felt that she had the chance & she decided to move to New York to find what was missing.	0
I would say however, Shiki Futons are meant to be used in conjunction with Tatami mats so sleeping on carpet or some other kind of padding would be recommended.	0
I was hoping she would be able to grow in it but it fits her now with no room to grow.	0
Great choice for the serious movie goer who wants to hear and feel the full effects of a Dolby 5.1 movie in bed without the spouse hearing a peep!	0
I won't ever buy anything from them again specially at that price	0
I have purchased similar ones for my kids bathroom and have had them for 2 years and haven't seen any wear and tear.	0
My grout is not being cleaned as I think it should be.	0
This could be a huge problem if you lose or break your headphones.	0
Its amazing once i started the first book i couldn't put it down.	0
Yes, I could have given it a lower ranking due to the inconvenience of the return, but I still feel like it's a great system for the money.	1
I don't know if there should be a chain (which you see on belly) well i didn't get it.	0
It doesn't deserve the star that I've given to it, but Amazon does not allow decimal starring.	0
bottom line: if i could have given it a big fat ZERO, i would have!!	1
The refill port should have been located on the top, not on the bottom of the tank.	1
I think I plugged it in after receiving it just to see its mechanics, without actually using it.	0
I thought this would be cute but it was smaller than expected and the eggs are smaller than a regular chicken egg.	0
I love these just wish they were a little bigger.	1
Our landlord is a dick and would have undoubtedly charged us for the handful of crappy blinds that were flimsy and broke easily.	1
Read them all, couldn't put this one down, great read.	0
I took my 3 year old to Disneyland last year for the Halloween Party and the kids and parents wanted to take pics with him.	0
It turns out, that button also doesn't play music.	0
"""Another minor annoyance is the slightly noticeable \lag\"""" via wireless connection (probably acceptable for some people) and missing accents (eg: words spoken would be truncated during gameplay)."""""""	0
Hood is lined w/same material as body, so none of the inner nap ever touches Your hair!	0
Personally, I could have used about 7 or 8 more feet of wire going to the two speakers.	1
There are occassional renegotiations that occur otherwise I would have given it 5 stars	1
I have a weak right hand and probably should have taken that into consideration when I chose this style.	1
When my wife and I are watching a movie with a lot of explosions, it is great to be able to know I won't wake up the kids.	0
Now I don't need none of that stuff.	0
I would have liked a bit more history woven in because the references to the Flatey book's historical figures were not well known to me.	1
I use these whenever it's cold or during times of sudden weather change (i.e., when eighty degree days suddenly turn to fifty degree days and my body won't adjust).	0
I can't imagine who would have ever bought this blouse for it's original price of $98.00!	0
Still, they're worth the read, and will give you a better feel of the world without getting the whole book.	0
Doesn't hold the charge as long as I thought it would after reading so many reviews.	0
This is frustrating because it pretty much defeats the purpose of the product if it doesn't work consistently.	0
I was able to return the bulb and received back payment without issue.	0
Installation can't get any easier and it works great without any tweaking needed.	0
Haven't gotten around to mounting them in the wall yet so they've just been kind of hanging there for nine or 10 months.	0
Music is decent without the noise cancellation on but sounds a lot better and basically needs it on for quality listening.	0
But it doesn't have a lining like the last couple models I bought.	0
Nope - couldn't be further from the truth.	0
I used  Vaultz A to Z CD and DVD Storage File Guides, 26 Guides per Box, Black  with these CD DVD White Paper Sleeves with Clear Window 1000 Pack and the whole filing system turned out to be exactly what I needed and wanted.	0
Used as a Christmas gift and was told that it was what he wanted.	0
The designs are easy, even if they appear complex, so it would be a decent project for a beginner.	1
I mean what's a cobra kai without front kicks!	0
Please, the ipod doesn't sound THAT much better than the SanDisk.	0
I ordered this item as a compromise between by husband, who wanted a handheld vacuum, and me, who wanted something to use where I wouldn't have to bend over a lot.	0
I'd give it 5 stars except the fabric on the black one is stiffer than the blue and red.	0
The first would not recognize the battery at all, and thus would be on constant alarm, and the 2nd had an F06 (Welded Relay) fault upon startup.	0
It requires four AA batteries (not included) and comes with a generous amount of simplehuman moisturizing hand soap.	0
I purchased a set of 4 hoops to use with this because only a 5x7 comes with the machine.	0
For best results I think it should be plugged into an extension cord with an on/off switch for maximum life, because I was replacing one that failed, probably from overheating.	0
If you want some great sounding headphones without breaking the bank, these are for you.	0
If you're a computer musician and want to learn more about the basic structures of music, this could be worth a read.	0
Ordered a medium and was worried it would be too loose on him but it fits great!	0
My daughter wanted a pretty puffy dress for Christmas and I looked all over the internet and in stores looking for one.	0
I do prefer my IM7 though, i must say but i bought this with a view to build up a multiroom system and at this price nothing can compare.	0
As such my headphones must not put excessive weight or pressure on my ears for hours of use as with supra-aural headphones, and I've never reached a point where they became uncomfortable.	0
It's a decent jacket for the price, it runs really small, despite being told that I should be a small, it was not correct at all.	0
Much shorter then it looked to me just wants feeling it as must as I thought so sorry but color is great	0
I like being able to listen to music without worrying about how much energy I'm sending into my ears.	0
My daughter was tired of wearing the robes that are super thick terry cloth like a towel and she wanted a more sophisticated robe and this one is perfect.	0
I looked high and low on the internet and couldn't find them.	0
"""The term \memoir\"""" doesn't do it justice, though it is one, a very, very good one."""""""	0
I have an interlinear strongs and vines on the kindle and was missing this book when I studied on my kindle.	0
One wrong move, and he won't hesitate to squash her.	0
Considering the amount I paid for this advent calendar it should have been packaged better for shipping and tasted better.	0
The good thing is it comes with a one year warranty.	0
He was very professional and wish all transactions I make through Amazon were this good.	0
Had a couple of female coworker try, none of them could open it, so this might be an issue for some.	0
I'd purchased it as a backup for when the original went bad, so I had it in the box so long I couldn't return it and had to throw it away.	0
The side without the faux fur is also extremely soft and cozy.	0
I couldn't put it down read it in two day.	0
Learn to accept help from others graciously without expecting a handout.	0
I don't think changing the direction of the hanger would hold up to many changes without breaking off.	0
The unit comes with an odd looking gas connector but it screws in the internal left hand threads perfectly.	0
Absolutely must to have in cold, windy weather.	0
except that the collar part is a little bit wrinkle	0
Give this book a solid try, and you won't be disappointed!	0
Overall I am pleased with this product - especially about the confidence it gives me that I am wearing material that was not engineered with harmful chemicals that could be absorbed through my skin.	0
I did wish the character was a little more developed and had more back bone.	1
I prefer the fabric liner (sold separately) over the plastic one this comes with.	0
Hard to get on, impossible to get off without assistance.	0
Yep, they're expensive, but I won't buy another brand for my hoodies.	0
Here's my take after the fact: the Sony model has good, but not superb sound quality as they would have you believe, and their marketing claims regarding bass quality are definitely exaggerated: the bass of all frequency ranges stands out as rather shallow and underwhelming, even when compensated for with an equalizer.	0
I don't know what it is about this fabric, but I have been outside in the robe in 10 degree weather and been fine (except my nose being cold because it's not surrounded by CozyChic).	0
They were extremely secondary and I wished there could have been more.	1
I dreamed there was a swimsuit for a quite mature* woman that would be fashionable, with enough coverage ti hide my upper thighs and varicose veins.	0
If you wear 'em out like I do, this is a must have.	0
"""Going into this I had complete faith in her, but I won't lie..the \Married with 3 kids\"""" thing had me a little nervous."""""""	0
I bought this hat for my brother for Christmas because he wanted a winter hat with flaps that covered his ears, and he absolutely loved it!	0
to give a review I feel one must of read all three books which I have.	0
A few bad words and there should have more left to the imagination in one or two places.	0
I haven't tried charging any NiMH cells in this, but I expect it to be slow but quite serviceable.	0
The bank is smaller than I thought (pay attention to the dimensions-8 inches tall) and doesn't really have as much detail in the molding as the picture suggests, but it is a nice functioning little bank.	0
If the wife doesn't like it I know the girlfriend will (joking..Mmm!.	0
Verna Tiddell is not a thief and she is set to prove it with the help of her trusted friends; and Miss Dorothy Rogers, the town librarian found a hidden historical gem in the embroidered cover of a pillow!!!	0
I've worn it while riding my horses & it holds up extremely well, so far none of the little stones have fallen off or became loose!	0
Maybe I got a deffective hamper, but I had to return it because it had a big rip at the bottom and I could tell that even if that rip wasn't there, I doubt it would have hold a lot of clothes.	1
Again, it's hard to believe that others actually read these reprints and provide good reviews without mentioning the multitude of errors.	0
I first bought 1 unit and i loved it, and would have given it a 5 star.	1
This works for what I wanted but the materail is thin.	0
The blue ray and dvd players were disconnected and the port still didn't automatically switch  Since the switch doesn't automatically switch for 2 of the 3 devices connected.	0
I wish I could buy a 35 waist instead jumping from 34 to 36.	1
This first part draws us in because little by little we learn about what makes up this hell, its rules, its temporality, its inhabitants; it seems very similar to our plane of existence, and at this stage I couldn't accept that this was hell because it all appeared to be so comfortable!	0
Maybe drawings could be more clear with up and down arrows  on pieces.	0
Clock must work on batteries and wall plug that detaches    6.	0
Definitely a necessity now that I am without a dishwasher.	0
"""You would have to be 5'10\ and super thin to fit into these."""""""	1
But all in all they provide a box within which I can place my books on a shelf in the garage without worry.	0
It also fits in small spaces and because it is stackable it makes a big difference when retreiving you items.It's a must have for those who hates clutter.	0
(Then I just realized I missed the 30 day window for the latest replacement that is not working -that is on me and my procrastination).	0
Was a good story, though there could have been more to it.	1
I would recommend this for anyone looking for a wireless speaker that doesn't want to spend a allot.	0
However, I was very frustrated because the story jumped around in time without much rhyme or reason.	0
A lot of that would be personal preference and how roomy or tight you want it.	0
I could have ordered an 1x and been good.	0
"""This is one of those \\\\\must have's\\\\\"""" for quilters."""""""	0
It's the same quality mat that came with my cameo.	0
So blinds must hang without the support of being held on, and,  to avoid being moved around when opening or closing door.	0
it is the right weight for Tunisian and would be great for baby blankets.	0
It doesn't matter, though, because I have never hesitated to slip a pullover on over a dress and this one is full of color and will look nice with everything in my closet, so I'm keeping it.	0
Haven't had a chance to use these yet.	0
When you read it again (and you must!	0
I would have to say, true to size.	0
I am not a huge audio snob, I just wanted something that sounds good.	0
OK, so I tested positive for mold after surviving Hurricane Rita and I wanted to find out more about it.	0
: ) It's in the corner of our room right now but it doesn't bother me.	0
I had previously bought a pair of the B151 and it came with only a pocket for a cell phone which was what I wanted.	0
This is an easy, must-read book and I promise you, you will want to go back and read it every year!	0
Before any answers can be explored, the necessary questions should be ask, and Viruses: Pandemics Past& Present helps one understand viruses.	0
I wanted to get my tv stand with components off the floor a little more so my big feet wouldn't obstruct my view when lounging.	0
It is perfect for the beach and it doesn't come off when the wind blows!	0
I always pride myself in figuring out who the person was that murdered the main character but with all the twists and turns I had no idea it would be who it was.	0
I wish I would have purchased one with more features.	1
The shower curtain looks great except that the bamboo print does not go to.the top of the shower curtain as pictured.	0
If it was a bit more elastic, it would be absolutely perfect.	1
Who would have realized many come from across the continent by air and are handpicked by the characters portrayed so well in this book.	0
My greatest wish though was a slightly shorter book.	0
This shirt is adorable but must be worn with a tank underneath as is it quite see thru.	0
I can't say much more without spoiling it.	0
The only improvement I would like is if it were back lit.	1
Wanted to see sample meal plans, food recommendations, etc.	0
My 3-year-old daughter wanted this for Christmas, and I almost bought one at Walmart.	0
Interesting turn of events, never would have thought that Bob the Builder is the villain.	1
I think this is a perfect jacket for teens without having to look like they are going to the office to work.	0
Another fantastic novel in the Outlander series...  A must read.	0
"""I just received them in the mail and I must say, \\\\\WOW!\\\\\""""    I work as a sign guy for a Tax Service down where I live (being 17), and when I put these on, they are VERY light, it feels like they aren't even in my ears!"""""""	0
But for the price..I guess you cant complain too much because they wanted $59.00 for one at Wal-Mart.	0
(Just seems everyone is writing like 50 Shades lately)  This series is a  classical romance with much suspense and steam without all that kinkery.	0
Good scary story, the characters were a bit lacking in depth, but it was a short book that I read in 2 days, partly because it wasn't too long but mostly because I wanted to know what was going to happen!	0
It doesn't fit hoe it looks on the picture	0
I kind of wish that is how the black one fit, but overall, I am pleased with these hoodies.	1
I would have returned defective pair but they were needed immediately for him to travel for work.	1
So why don't they let you know that an HDMI Signal from your computer MUST BE POWERED?	0
If you love a good love story this is a must.	1
She is very skinny but all size (S) could be able to fit her from other manufactures.	0
I love everything about it except for when she hits the snooze button on top in the morning, she can only tap it once for one more time to go off and then it won't make a sound after that.	0
I couldn't put this book down and can't wait for the next one!!	0
Just like any boonie, you can roll it up, fold it up, wad it up, sleep on it, do whatever you want, and it won't get hurt.	0
It looks great though, so I can't complain - especially since I saved money getting it here instead of in the store.	0
He doesn't do friends, and he doesn't chase.	0
Just the right size, but wish it was a little taller in height.	1
Nice size, well padded - grips like hell and doesn't let go!	0
Normally, I would have just change the fuse (they delivered two with the transformer), but there is no way to change the fuse for this model.	1
I began using the FM whip antenna, which was adequate, but when I switched to using the large T antenna (now embedded in my wall with thumb tacks) that also came with the unit, it tripled the number of stations available and made some HD stations more stable.	0
I should have listened to all the people who posted reviews.	1
i wished i have purchased three instead on one.	1
"""I purchased this because I was hosting \Thanksgivikkah\"""" at my house this year and wanted a menorah for each table centerpiece."""""""	0
If I had gotten the large, I think they would be ideal.	1
I just wanted something small, cheap and easy to use and that is mostly what I got.	0
The package also comes with a USB cable (for computer configuration), and a power cable (duh).	0
Took me a few hours to completely because I couldn't put it down.	0
It looks like a cute comforter, but it is for Christmas so we haven't opened it.	0
The sound quality from this unit is good to excellent, but I wish it had rear headphones and Mic I/O.	1
Those kind of things should be caught in the editing process but they weren't.	1
I took the time to counter-sink the terminals so they would be flush with the back of the speaker but the screws are not a flat head, they are rounded.	0
I couldn't get the Little Mermaid out of my mind and make a mental switch!	0
You couldn't get me within 20 feet of another Conair steam mop.	0
While it still had all the elements that I've come to know and love from Whitney, something was missing for me.	0
MUCH better than the previous Melting Stones which I couldn't even finish.	0
Some people were complaining about pain in their ears when they were done running and I haven't experienced that at all.	0
I should have gotten one of these with my Dyson.	1
I get through life perfectly fine without them, and I've never had any trouble reading an LCD clock until I plugged this one in.	0
I'm thinking about writing to Yamaha and hoping they have a solution for this...I should have got the ipod dock instead of this...sighh -_-	1
I couldn't feel the restraint around my toes all day, they we surprisingly comfortable, it was when I took them off, my toes started to hurt-maybe from the blood rushing back to them after the circulation being restricted all day.	0
Would have been useful if it is two more inches longer	1
I would have enjoyed it more if Evan could be seen as a better role model to younger readers.	1
I appreciate the fact that it's still working after all these years, just wish it wasn't quite so picky about battery quality.	1
One thing of note is that there are dual binding posts (not one as indicated in the description), though I believe Klipsch recommends against bi-amping (which in my case doesn't matter, as I don't think my receiver can bi-amp the center channel).	0
It could be a good practice if every Nobel winner could spend some time writing/explainimg his or her way of thinking to the rest of the world.	1
Seems like the story might be going somewhere, but I couldn't get past the pointless profanity.	0
These are really a must if you have this machine because truly nothing else works.	0
This fur is better than I thought it would be.	0
I agree with the other reviews that this book is an excellent source for an introduction and explanation into BDSM, without all the dither of 50 Shades type books.	0
If the author cleaned up the bad grammar and words it would be a great erotic  book.	1
If the seller is going to sell irregular shirts on Amazon, they should be required to state they are irregular.	1
Loved these curtains, I wanted sheer but a heavy sheer and it was perfect, just right for living room curtains	0
The print doesn't fade when it stretches either.	0
I bought one of these lamps for my wife and we haven't been able to use it, yet.	0
But over the past month or so, the humidity in the house has steadily climbed to more normal levels--and that's with continued cold weather of the severity that would have kept the humidity low with the previous product.	0
It does take a little longer to arrive (3-4 weeks), otherwise, I would have already ordered the long sleeve version.	1
We are use to happily ever after but that doesn't happen all the time in most cases.	0
It doesn't spread out at all to form the supposed layer to prevent odors from escaping.	0
I ordered these in a large and could have bought a medium I am usually 10-12.	1
I tried the shirt on and I know I meordered a XXL and to my surprise I couldn't even get my arms thru the sleeves.	0
If I hadn't been mounting this at 9 pm while my little one slept and it was snowing, I would have gone and bought some more sturdy lag bolts.	1
But alas, it doesn't quite reach that far.	0
I thought there would have been a lot more but it was just one small strand in a small bag.	1
I read to be entertained, and I won't tolerate poor writing.	0
I haven't had them long enough to speak of life span.	0
The clock won't keep time and looses at least an hour per month, but the thermometer is useful.	0
I really enjoyed this book and was glad that we got more story after where toxic left.. the only thing I wish we would have had a epiloge in this book to know what happened with Nathan and Logan.. but I also feel maybe you could do a 3rd book in both their POV's on what is next for them!	1
I couldn't tear myself away from this book.	0
They would be 5* if they fixed this issue so I give it a 2 because it is quality made but just poorly executed.	0
My only complaint is that I wanted to keep reading but I ran out of pages.	0
Great they work exactly how i wanted i used it to connect my phone, Ipod, laptop to stereo speakers and TV	0
I was worried after reading some of the seller's reviews that the shirt might have run small, but that was not the case.	1
Wish quality was better or it was easier to return items.	1
It would be nice if the picture was accurate, I was under the impression I was getting a hoodie.	1
Installation: The soundbar comes with three sets of feet to adjust the height of the soundbar if you are placing it on a pestal or in an entertainment center.	0
Nice but shorter than I thought otherwise I would have given 5 stars.	1
That could Be A big Problem For Using Head Phones.	0
I just hope that it doesn't get worse.	0
I was worried it would be too long (as most dresses are on me), but it fits great!	0
I was hesitant at the start as to how the psychic aspect would be played, would it be to overpowering?	0
It was still a interesting read but I probably wouldn't recommend it as a book you must read.	0
Not only is it high quality signal, but it is long enough too, without breaking the budget!	0
might want to wait till it's a little dry to use it so it doesn't leave wet streaks but works great.	0
The only problem is that the noise could be really annoying when it is working...	0
I bought them without her knowledge for a present.	0
It connects without problem and I am happy with it.	0
These definitely run small, I'm normally an 11 in jeans, but I couldn't get these pants past my thighs.	0
The kind that is almost impossible to review without spoiling.	0
All the buttons of the remote are functional except the 3D button, my TV model  is not 3D capable.	0
It arrived quickly and came with a certificate of authenticity.	0
Husbands were left without their wives and had to learn how to become a single parent and still provide for the family.	0
connections are tight and cord doesn't pick up interference to affect the sounds of the vocals.	0
I had none of the problems other reviewers commented on and it took great care of my materials even at its full length.	0
Liked the color & style, wish it was just more stretchy for more roomy & comfy, but over all happy with purchase.	1
Sometimes I would have to read a paragraph over and over because I could not figure out who was speaking.	0
Perfect for the tv that we wanted to mount in the corner.	0
It came with some nicks and a displaced panel, but i fixed it.	0
I felt like the shorts would have benefited from a little more in-depth exploration of the ideas rather than taking the easy funny and some positively went straight over my head as to why they were included.	1
I do wish, however, that they were the larger size of the older Fairies.	1
The wireless feature has worked flawlessly and without any noticeable noise (the wireless receiver is behind a sofa).	0
Out of all my 1000's of books read, I must say this one has touched me the most.	0
JUST BECAUSE IT WAS A SALE ITEM DOES BOT MEAN IT SHOULD BE INFERIOR!	0
The whole glass canister comes out, which is awesome because I have hard water and it gets gross if I can't access the whole surface, which I couldn't with my last French press.	0
While they could be made to sound decent by covering some slots and boosting the treble, they would still be my 3rd choice behind Sony and Beats.	0
The rim is sturdy so it doesn't just fall in her face it stays up so she can see the world.	0
I wish I would have known that the xl ran small.	1
The speakers are what I would expect for what I paid, I am not an audiophile only wanted something small and inexpensive and this is exactly what I was looking for.	0
Nice to know that if there is a surge I won't come home to fish sticks.	0
It doesn't matter too much for the jumpsuit as he wore clothes underneath, but he wouldn't wear the headpiece because it was very uncomfortable.	0
This comes with the blocks clearly color-coded via labels (for both 568 A and B) so that you can easily punch in your wire in the correct order.	0
It has worked great so far the only time he said he felt cold was when it was 17 degrees outside and th3n he was saying he did not know if it was cuz his legw and face got cold.	0
I should have returned this one, but find that awkward for undergarments.	1
"""I have been following a paleo diet for sometime now and either going without dessert or \cheating\"""" my way through to satisfy my sweet tooth."""""""	0
Came with some gifts in the box :) Seems to work fine.	0
"""One of the things I appreciate about this kind of science fiction is that it doesn't rely on gimmicky \future technology\"""" as a plot device for getting around thorny holes in the story."""""""	0
THEY ARE GREAT JEANS,, BUT YOU MUST LIKE TO WEAR THEM ON YOUR HIP,,NOT YOUR WAIST,,,OTHER THAN THAT VERY STYLISH LOOKING,,,	0
Problem solved, haven't had any issues since.	0
It must have been broken prior to shipping, as put together, it would not have fit in the box It is serving it's purpose, as I sew Angel Gowns (NICU baby burial dresses) from donated wedding gowns, and I wanted it to display the desses for photographing them prior to shipping for distribution to their final destination of participating hospitals nationwide.	1
I like the fact that they're perforated so it makes it super EZ to tear out the pages without tearing the page.	0
The seller could have stated this somewhere especially since with online sales, you can only purchase depending on the description and dimensions.	1
I liked the book it was awesome and I wish that I was on the book love this book love it.	1
A must read....salty gets 5 stars a page turner that leaves you wanting more from the 1st page til the last.	0
I was immediately drawn into this story, and couldn't put it down.	0
Still love the socks, they are so soft and cushiony, just wish I could get in my size.	0
The fabric is a bit stiff but should be better after a couple of washes.	0
It's a huge disappointment that Sonos doesn't offer AirPlay support.	0
- I did have a problem initially when using Windows Media Player, after synchronizing it said I had less memory than I should have had, even after deleting all the files - so needed to reset the device.	1
This one looks great on her...she's a petite 11 years old an it doesn't look grown up on her.	0
Cute and more room than I thought it would have.	0
"""In spite of a price tag that is a bit unreasonable (meaning it is a very \\\\\high margin\\\\\"""" item) it performs well for what I wanted."""""""	0
I didn't know ths names of each building in the pictures would be part of the framed artwork.	0
Loved them wanted to order 10 dozen more but the price went up and they are out of stock..	0
Should have an option for a big bigger though.	1
love the pattern of this duvet cover and so far it's held up well against a couple of washings (i hang dry it, however)  just wish that it was thicker given how expensive it is.	1
You can't really wear a big sweater under and so it's not as warm as I would have liked!	1
I haven't tried the soap that was included with the pump as of yet, I use this for dish-soap at the kitchen sink.	0
The water flow isn't consistent on this brush and seems that there is either none or a flood of water.	0
the length is just as i wanted not passing my knee caps.	0
However, my older son was able to make his lower bunk into a sort of hideaway very easily but my younger son wanted the same effect.	0
I wanted more, and now I have to wait for the sequel to come out.	0
Connection from our cable box and our PC for streaming worked without a hitch.	0
(PS None of these steps made a difference; the unit is dead, but they want me to jump through many hoops--a long list of questions I must answer--- for warranty service.)	0
The grade school engineer who designed this headset must have been sniffing super glue.	0
I bought this mount because I wanted one that would sit on three studs instead of two because my TV is quite heavy and I would have had a hard time centering it on my wall if I didn't have the wide hanging rail that this one has.	1
I lift weights, so my lower body is pretty muscular and it is hard for me to find leggings that are NOT SEE THROUGH and these are exactly what I wanted.	0
Oh and little erotic tales intermingled...as it would not be a Megan Hart book without it!	0
Whether you are overweight and/or suffering from health issues or think your healthy it is a must read.	0
It doesn't hold in the tummy, so don't buy it for tummy control.	0
"""We throw it in with a couple of \cleaning towels\"""" to add friction and the mildew is decreased, but doesn't entirely go away."""""""	0
It looks totally hot, but It won't stay on.	0
Light, relatively cool, plenty of well placed pockets for camera gear, water, matches, tools, tent stakes, groceries, knives, candy bars, apples, found objects, rocks, detrius found on trails left by idiots without pockets to haul away their trash who expect people who have plenty of pockets to clean up after them.	0
Again, just more complicated than what it should be.	0
Cost of custom framing was more than $250 at 50% off, and took 5 weeks instead of the estimated 2 weeks due to difficulty working with the fabric.	0
I wasn't sure if it would be sheer where I'd have to wear a slip but it's thick enough to not have to wear a slip!	0
To sum it up, get these in-ear phones, you won't be sorry, I'm a lifelong believer.	0
I usually do not rate any books because of the rules, such as the review must be 20 words or more.	0
Deleting files from it to make room on the hard drive is easy enough, but I haven't found a way to delete whole folders.	0
Thank you Julie A. Richman for such a wonderful end to this trilogy ~ I will miss all of the characters (except for CJ of course!!)	0
It just doesn't look right in person at all.	0
I gave it 4 out of 5 stars because I haven't had a chance to use it in the field but I am confident that it will do everything as advertised.	0
This Bracelet was, as the title states, EVERYTHING i could have asked for!	1
Haven't used them in a while after the first couple weeks because they were just too uncomfortable.	0
It tells you that your past doesn't have to define your future!	0
Nice Chinese Talavera replica-almost the same, but...I would recommend this piece if it was on sale $19.99 or less-otherwise just buy the real thing at the same price.	0
I couldn't wait to see how it would all turn out.	0
I wanted a speaker for phone calls but this does not do that.	0
The Chromecast dongle does get a little warm to the touch after hours of use but the converter is barely noticeable so I'm guessing I haven't overpowered it , which was my concern when I switched usb cables I'm giving the device 4 stars instead of 5 because I'm not sure why the provided usb cable didn't quite work for me.	0
I really must say that they filled the bill perfectly.	0
Couldn't get into the girls at all sorry, If a book doesn't grab me right away then it curtains.	0
I also like the fact that the material clings without looking tight so that when you bend over, the neckline stays against your body, it doesn't drape forward and allow people to see down your shirt.	0
I got these headphone after doing a lot of online research to try and find which headphones would be a good replacement for the Bose in-ear ones.	0
The product is listed as kids size yet it should be listed as infant size.	0
exactly what it should be, size is comfortable, smaller then used to be and so is the weight	0
The decal was fairly easy to put up (I had done it before, if you haven't you may want to practice or watch a video tutorial) and looks great on my son's wall!	0
The only advantage I could see for the Cricut, is the ability to make stuff without a PC.	0
Should have European outlet as well, but aside from that it is very good.	0
Once it's turned on, the remote will raise the volume, mute the sound and change equilizer settings but it doesn't do a good job of controlling set up functions.	0
The old battery was 12V 4Ah, but I bought the 12V 5Ah battery because it has more capacity and will last longer if power is out and should have a longer overall life.	1
Since they have elastic in the back they won't fall down when your bending over to pick up something.	0
runs a bit small my boys wear a 30/32 pants and i bought a 32 belt and it's a bit small on him not small enough to send back but wish would have ordered the 34	0
I my area (rural) an antennae is almost a must have.	0
Its been a real hit and miss with our sheets (more misses than hits), but these were a solid home run.	0
So I figured it must be a very good vacuum....but was still hesitant about spending over $600 for a new model.	0
I haven't seen her laugh this hard in years.	0
I also liked that the cord is long and doesn't tangle or gets twisted much.	0
As for the facial wrinkles, I haven't seen any pillow creases so I guess it really does work.	0
Lots of compliments about the album cover that came with the record.	0
This amp is awesome and I'll get in to that, but it's worth buying just for the fact that it doesn't falsely advertise it's power (which is considerable) like others I've found in it's price range and even above.	0
very disappointing...i wanted 2 take these on a trip i going on n less than wks n now, i have 2 go out n spend more money, that i really dont have, 2 buy denim capris that will fit me properly.	0
I did manage to vacuum it every week after that, but it must've clogged up again on me because the loud noise started again.	0
Haven't read a bad one in the series.	0
My father was specific on all the features he wanted and my xmas budget was tight but these were perfect!	0
Just got the warranty and haven't had to use it yet.	0
Dust can easily be seen, however very easy to clean  I would recommend this product to someone that would be interested to purchase it.	0
I haven't read him since that travesty that I and 500 others blasted.	0
I see there is now a newer model of this- one thing I'd wish they'd do with these is make a physical touch screen lockout button so you couldn't accidentally change activities because of brushing against the remote- don't know if that's been implimented... but very glad I bought it, though expensive, it's still a great asset over wrangling 5 or 6 remotes.	0
Would be 4 stars if they were a little larger.	1
What she doesn't count on is meeting Tanner and falling in love.	0
I have never read a book with a female serial killer, and never thought I would want to, but I was hooked....I have read all 3 books so far and can't wait to get sucked into the 4th book of this most awesome, thriller, phyco/ love to hate MUST READ serious....Thank you Chelsea Cain for some really good read...and I am a picky reader.	0
I haven't bought underwear in over 5 years.	0
The only bad part is there is no sequel to speak of yet, and I see none planned in our authors page!!	0
I haven't been able to use these DVDs yet but the price was right and I didn't have to purchase a large quantity which I really didn't need.	0
I have a winter jacket without a hood that I like so I wanted a hat.	0
This fan stays in the window year round but allows you to open and close the window without having to remove the fan!	0
This is a must read for all animal lovers, especially horse lovers, and anyone who wants to know the real story of what is happening, and has happened, to the noble American Mustang.	0
arrived as expected, nice fit, don't like the black back lace yoke though, if jacket was all purple would be nice.	0
My daughter is smallish but just under average height here in Oz so I got the smaller size and it fitted lovel;y. I reckon the sizes are pretty acurate as if I had gone one size up it still would have fitted her.	1
I've got it hung on my wall (instead of handing from the clothes rod).	0
I bought a set of shelves at Walmart and wanted 2 more.	0
I know most people will be wearing it in a different setting than I am, but the fact that it works so well where I am, should show others that it would be perfect for normal wear any other time a tie is required or wanted.	0
"""A year a go a \lightnig deal\"""" came to SMS street by 50 cents without noice cancelling version for 100 bucks, so I had no time to think about it and i decided to buy them without doin a deep search for other stuff."""""""	0
I guess I should have done more research before buying.	1
I tried placing this Mohu Leaf 50 in different varying positions along my wall but I kept gaining a channel, and missing the one I just had in the position prior.	0
No extras-even FM radio would have been a nice touch.	1
I ordered two rods and they arrived in two separate boxes - they both would have fit in the one box with plenty of room for packing material.	1
As David Wragg concludes in his excellent book:  “Without Malta, the Second World War would have taken much longer, certainly in Europe…Without the disruption of the Axis supply lines to North Africa inflicted by forces based in Malta, the Axis armies would almost certainly have had all of the material necessary to sweep eastwards to the Suez Canal.	1
Why I like this book is because it is funny so read it again if you haven't yet.	0
I would have never thought of such a story.	1
comfort was what I wanted and it was what I got.	0
Now the charge won't even hold for ten minutes.	0
The errors in copy editing and proofreading were relatively minor, but they still sometimes jolted me out of the story as I tried to make sense of the occasional incorrect pronoun, missing word or similar mistake.	0
My 91 year old Dad couldn't even begin to use the zipper.	0
At this point, I would recommend this dehumidifier to a friend without hesitation.	0
But I got a 4S and wanted to switch to a white/pink.	0
I couldn't find this kind of lotion in the stores!	0
Is there some way that I'm missing to access this warranty?	0
I'm about 160lbs, 5'5'', bought a large and it fits perfectly, wish some room to shrink from washing.	0
